&nbsp;,Time,Freq.,RSSI,SNR,TxPwr,CRC,mod.,CR,DataRate,FCnt,AirTime,DevAddr,FPort,Payload Size,MAC Command
Unconfirmed Data Up,15:55:51,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7424,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 B3 D3 81 17 04 E0 93 18 46 9F CD 50 9A DC D0 28 </span>
Unconfirmed Data Up,15:55:41,867.1,-53,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7423,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 5F 75 44 F4 E0 20 F2 1C CB 10 52 A4 75 19 18 E4 </span>
Unconfirmed Data Up,15:55:31,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7422,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 A4 4B D1 98 33 36 86 3C 22 2A 9E DA 58 B2 62 B6 </span>
Unconfirmed Data Up,15:55:21,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7421,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 52 6C 4C 70 37 B5 C6 7B B7 E0 20 63 DC A2 4E 77 </span>
Unconfirmed Data Up,15:55:11,867.1,-53,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7420,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 95 15 AA F7 13 2B D7 46 0B 40 4A 32 31 15 67 F6 </span>
Unconfirmed Data Up,15:55:01,867.1,-50,14,-,CRC_OK,LORA,'4/5',SF7BW125,7419,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 B1 30 D0 6D BF CC D3 06 A6 8B 68 5D 1B D3 2E 4A </span>
Unconfirmed Data Up,15:54:51,867.1,-53,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7418,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 16 F1 E6 92 38 71 DC 80 06 B5 41 88 D9 FB 61 F4 </span>
Unconfirmed Data Up,15:54:41,867.1,-52,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7417,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 DC 33 06 3C 22 43 6A 4A 73 7D 01 59 F9 66 17 6E </span>
Unconfirmed Data Up,15:54:31,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7416,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 73 AC AA 89 C1 5E 8F D0 0C 49 92 DE D9 B0 6C D4 </span>
Unconfirmed Data Up,15:54:21,867.1,-53,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7415,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 AD E9 C1 73 0F 04 61 AF 1B 32 95 1D 08 F5 37 64 </span>
Unconfirmed Data Up,15:54:11,867.1,-53,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7414,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 C3 2C C1 C7 BD 9B 92 D5 4A D8 E6 EF 4F 04 2B C7 </span>
Unconfirmed Data Up,15:54:01,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7413,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 83 7E C5 0F 82 58 DF 51 2F FA 7E A0 0B FD F3 7A </span>
Unconfirmed Data Up,15:53:51,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7412,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 A3 42 20 24 2B 82 E8 23 0E 82 27 B6 B1 B8 D8 9B </span>
Unconfirmed Data Up,15:53:43,867.1,-52,14,-,CRC_OK,LORA,'4/5',SF7BW125,7411,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 81 C5 6E 95 6B 13 38 0C 55 CE D3 12 E6 17 D7 21 </span>
Unconfirmed Data Up,15:53:30,867.1,-53,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7410,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 DE 9A D5 5B 0B 5B 99 63 F8 93 E0 0E AE 86 23 B0 </span>
Unconfirmed Data Up,15:53:20,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7409,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 31 75 DB F5 54 A1 0F 6A F3 FF 32 DD 59 5B 51 62 </span>
Unconfirmed Data Up,15:53:10,867.1,-52,13.5,-,CRC_OK,LORA,'4/5',SF7BW125,7408,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 77 4A CD A1 DB E0 24 93 66 A8 05 87 EC A3 DA A2 </span>
Unconfirmed Data Up,15:53:03,867.1,-55,13.5,-,CRC_OK,LORA,'4/5',SF7BW125,7407,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 DC 5B 0E EB E2 0A 00 B2 7A A9 62 E5 90 BA 75 72 </span>
Unconfirmed Data Up,15:52:50,867.1,-51,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7406,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 6C 68 8B 5A 00 96 A3 3E 9D BF 61 47 F0 67 88 0D </span>
Unconfirmed Data Up,15:52:41,867.1,-52,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7405,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 2E 46 B7 23 F6 7C 26 81 16 1D BF 49 13 E3 55 53 </span>
Unconfirmed Data Up,15:52:30,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7404,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 66 3B 7A 2E A4 30 7E EB 3C D6 A9 AA 30 B3 25 91 </span>
Unconfirmed Data Up,15:52:23,867.1,-52,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7403,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 1F 72 4C 84 37 A8 EB B2 51 CF 3A 08 FD 9F 9F 07 </span>
Unconfirmed Data Up,15:52:10,867.1,-51,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7402,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 29 7C 86 B4 B4 B6 B0 E6 52 7A 72 BE 35 F9 AF A4 </span>
Unconfirmed Data Up,15:52:00,867.1,-51,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7401,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 D5 1C 9C 35 01 D9 E5 ED 61 30 92 7C 7D B4 BC 8C </span>
Unconfirmed Data Up,15:51:50,867.1,-51,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7400,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 25 D4 68 98 B4 1A E0 9A 71 89 22 7A AD C5 08 88 </span>
Unconfirmed Data Up,15:51:40,867.1,-52,13.5,-,CRC_OK,LORA,'4/5',SF7BW125,7399,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 DB 27 08 06 D6 F8 3D 02 2E 82 C9 12 7B E1 F9 5F </span>
Unconfirmed Data Up,15:51:30,867.1,-51,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7398,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 35 58 12 A1 C5 F7 BC 9C AE 78 EA A6 A4 23 C1 AB </span>
Unconfirmed Data Up,15:51:22,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7397,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 49 E1 A2 46 ED 98 BB 5F 41 25 09 74 FF 06 F5 F5 </span>
Unconfirmed Data Up,15:51:11,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7396,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 79 EA CB 45 04 B2 E8 11 7B 44 22 D2 64 AF 45 41 </span>
Unconfirmed Data Up,15:51:00,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7395,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 35 0D 4F 57 7D FC 50 26 28 E7 B3 B5 51 23 A2 00 </span>
Unconfirmed Data Up,15:50:51,867.1,-51,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7394,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 62 BD 7E F0 17 84 DC E9 08 86 15 6A B4 80 55 77 </span>
Unconfirmed Data Up,15:50:40,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7393,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 B9 D3 97 8F 59 7F 6C 70 2E A8 7C 49 5D 66 3F 47 </span>
Unconfirmed Data Up,15:50:30,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7392,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 00 AD CF FF FC EA 57 55 54 D8 23 D3 50 38 97 2D </span>
Unconfirmed Data Up,15:50:20,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7391,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 96 C9 33 5E 9D 13 9B 45 D1 D7 1A 80 B7 93 48 29 </span>
Unconfirmed Data Up,15:50:10,867.1,-51,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7390,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 AA 77 C7 60 7D 30 12 73 0E BC A1 E6 9E B5 29 F3 </span>
Unconfirmed Data Up,15:50:00,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7389,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 FA 77 27 F3 58 56 BF 24 19 3D E3 5A 22 A9 22 B6 </span>
Unconfirmed Data Up,15:49:50,867.1,-50,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7388,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 31 0E 92 48 BC DB B5 DE 57 D0 F4 90 29 A3 B5 D4 </span>
Unconfirmed Data Up,15:49:40,867.1,-50,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7387,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 4A 3B 9D D5 6E 8C 87 B9 26 F0 DF 9A D4 DC 61 11 </span>
Unconfirmed Data Up,15:49:30,867.1,-51,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7386,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 44 DE 60 D8 46 8E 45 46 DE 22 18 2C 6D 99 04 CB </span>
Unconfirmed Data Up,15:49:20,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7385,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 F0 38 F7 BC 6B 71 0F CA 31 90 10 A0 1D 2B 49 58 </span>
Unconfirmed Data Up,15:49:10,867.1,-52,14,-,CRC_OK,LORA,'4/5',SF7BW125,7384,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 01 6B EC 11 B3 FA 1E D7 8D 02 54 7A 44 A5 27 2C </span>
Unconfirmed Data Up,15:49:00,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7383,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 20 D6 07 D1 6F EE 34 9B 30 08 4A B3 66 DD 99 82 </span>
Unconfirmed Data Up,15:48:50,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7382,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 ED E3 DD FE DB 67 FD 49 D3 EF 4E 6A AB 1F 1D 4A </span>
Unconfirmed Data Up,15:48:40,867.1,-52,14,-,CRC_OK,LORA,'4/5',SF7BW125,7381,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 38 BC 4E 11 D4 F1 B1 08 7F 05 C4 94 80 CA 13 0D </span>
Unconfirmed Data Up,15:48:30,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7380,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 C1 4A 8D E9 45 0A AA 14 16 BC B8 62 64 F8 19 42 </span>
Unconfirmed Data Up,15:48:20,867.1,-51,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7379,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 05 16 88 36 5D 90 C8 D5 42 EB 9C 67 EE 80 1F 17 </span>
Unconfirmed Data Up,15:48:10,867.1,-52,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7378,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 BA 2C 18 4C 6F A1 B8 7C 4C 20 FE 83 9C 0A FA A3 </span>
Unconfirmed Data Up,15:48:00,867.1,-51,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7377,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 01 45 C1 06 CE 61 2B CF F0 E2 A3 DA F6 D5 FB 13 </span>
Unconfirmed Data Up,15:47:50,867.1,-51,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7376,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 F4 AC 85 26 FF D9 46 1C E1 66 42 41 9D 06 5A 22 </span>
Unconfirmed Data Up,15:47:40,867.1,-52,14,-,CRC_OK,LORA,'4/5',SF7BW125,7375,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 DE C7 67 21 FE 07 B1 1F D4 52 B6 40 A1 45 97 17 </span>
Unconfirmed Data Up,15:47:36,867.1,-51,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7374,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 28 CA F1 22 49 E9 7F 0D D6 72 34 AC C2 4E 9D FA </span>
Unconfirmed Data Up,15:47:25,867.1,-51,13.5,-,CRC_OK,LORA,'4/5',SF7BW125,7373,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 A2 39 7E 0D CC 6F 1F 3A 28 DB 96 BE 35 39 F3 A7 </span>
Unconfirmed Data Up,15:47:15,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7372,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 9C B9 85 96 B5 0C 41 45 7C ED 51 25 58 B9 3C D0 </span>
Unconfirmed Data Up,15:47:12,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7371,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 57 19 BB 96 43 35 50 EB A5 F8 90 C7 E2 8C AC FE </span>
Unconfirmed Data Up,15:46:53,867.1,-51,13.5,-,CRC_OK,LORA,'4/5',SF7BW125,7370,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 C3 F5 66 C3 F8 97 89 F0 48 F3 58 59 65 04 FA FD </span>
Unconfirmed Data Up,15:46:40,867.1,-51,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7369,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 35 22 54 4E C9 73 F6 4C E7 80 AD 66 81 22 18 6C </span>
Unconfirmed Data Up,15:46:30,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7368,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 C0 B5 C9 6C C7 FE 58 C7 8E D1 F4 13 4B CC 00 AF </span>
Unconfirmed Data Up,15:46:20,867.1,-51,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7367,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 B0 9C 8C 55 FA E6 F9 32 40 E8 CD 6E 3C 4B 6E 69 </span>
Unconfirmed Data Up,15:46:10,867.1,-52,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7366,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 64 C3 53 E7 A3 02 A9 36 8B ED 87 78 A8 AF F3 1C </span>
Unconfirmed Data Up,15:46:00,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7365,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 78 6F 58 E3 ED 8E 73 D5 34 AD AA BC 86 89 8F EB </span>
Unconfirmed Data Up,15:45:50,867.1,-51,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7364,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 E1 18 84 7A 77 07 49 D5 94 22 DB 0C EC 40 8C AB </span>
Unconfirmed Data Up,15:45:40,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7363,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 7F 9C 58 36 D8 9A 3F 36 25 F1 DE 36 18 21 42 A6 </span>
Unconfirmed Data Up,15:45:30,867.1,-51,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7362,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 50 BA C4 26 E8 AC 73 D2 9F C2 3E 43 24 A3 FE 05 </span>
Unconfirmed Data Up,15:45:20,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7361,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 31 9F 2D EF C8 D4 69 F2 D7 00 09 AB D2 86 07 C3 </span>
Unconfirmed Data Up,15:45:10,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7360,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 64 30 F3 CB 3B 8A 4D 7B 31 B6 0A A9 94 F3 A3 C9 </span>
Unconfirmed Data Up,15:45:00,867.1,-52,13.5,-,CRC_OK,LORA,'4/5',SF7BW125,7359,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 B5 6E A2 DC EA 8A 2E 81 EF 80 2A D7 68 BC FC E3 </span>
Unconfirmed Data Up,15:44:50,867.1,-52,13.5,-,CRC_OK,LORA,'4/5',SF7BW125,7358,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 66 B3 B7 54 B4 3E 93 B6 A3 BE C9 BD A0 32 FD 66 </span>
Unconfirmed Data Up,15:44:40,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7357,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 2D E1 FA D8 F3 0B 5A E2 4D 3A C0 C2 EA 00 04 77 </span>
Unconfirmed Data Up,15:44:30,867.1,-52,14,-,CRC_OK,LORA,'4/5',SF7BW125,7356,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 BB 86 06 40 0C F8 30 F3 36 71 D2 59 05 03 82 3D </span>
Unconfirmed Data Up,15:44:20,867.1,-52,14,-,CRC_OK,LORA,'4/5',SF7BW125,7355,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 41 67 FD 66 FE BA C7 8C 66 C3 50 7F 07 C0 1B D5 </span>
Unconfirmed Data Up,15:44:10,867.1,-52,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7354,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 F6 43 58 AC 0A 7C 40 09 56 98 BC 1D B8 B8 48 49 </span>
Unconfirmed Data Up,15:44:00,867.1,-52,14,-,CRC_OK,LORA,'4/5',SF7BW125,7353,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 9A 70 43 DF F4 BA 00 2D FB 25 05 C5 CB C9 EB 5D </span>
Unconfirmed Data Up,15:43:50,867.1,-51,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7352,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 7B 26 E3 F1 79 DD 5F E4 86 1F 66 A6 2B EF 29 72 </span>
Unconfirmed Data Up,15:43:40,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7351,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 3E 3B 99 40 56 3A B4 F9 D5 FE 25 C6 68 19 BE 76 </span>
Unconfirmed Data Up,15:43:30,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7350,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 1C C0 BB C9 28 62 50 A1 A6 E1 24 6F 67 00 5D 47 </span>
Unconfirmed Data Up,15:43:20,867.1,-51,14,-,CRC_OK,LORA,'4/5',SF7BW125,7349,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 D2 17 AF D9 D7 39 DE 44 8D 8D 46 BF 22 46 43 E0 </span>
Unconfirmed Data Up,15:43:10,867.1,-51,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7348,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 8A E4 44 D1 93 28 9C 10 6E 43 4E A9 16 09 23 4B </span>
Unconfirmed Data Up,15:43:00,867.1,-51,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7347,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 6C 76 1A 1A 6E 1D D2 F4 4C AD D6 A7 6C BB 6D F9 </span>
Unconfirmed Data Up,15:42:50,867.1,-51,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7346,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 98 39 33 8B 9A 97 92 86 74 20 41 AC 92 10 A7 A2 </span>
Unconfirmed Data Up,15:42:40,867.1,-52,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7345,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 4C 75 E0 AB 13 B4 8E 12 68 E3 82 79 0B 48 93 A7 </span>
Unconfirmed Data Up,15:42:30,867.1,-51,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7344,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 C2 CB 42 34 00 1A 61 FD A5 10 D0 88 0F 46 33 B8 </span>
Unconfirmed Data Up,15:42:20,867.1,-52,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7343,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 9B B8 5F 7C 12 32 3B 40 05 3B CF 91 C6 39 0B 81 </span>
Unconfirmed Data Up,15:42:10,867.1,-53,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7342,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 B4 31 39 B1 85 E5 48 23 1A D0 64 3C 7E 1A 51 5F </span>
Unconfirmed Data Up,15:42:00,867.1,-53,14,-,CRC_OK,LORA,'4/5',SF7BW125,7341,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 E6 7D CA D7 65 98 41 C0 C9 6F 64 05 ED 2E EE E5 </span>
Unconfirmed Data Up,15:41:50,867.1,-52,13.5,-,CRC_OK,LORA,'4/5',SF7BW125,7340,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 AC 27 8D 5B C2 DE 3D 05 10 E3 77 79 22 30 46 6A </span>
Unconfirmed Data Up,15:41:40,867.1,-53,14,-,CRC_OK,LORA,'4/5',SF7BW125,7339,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 EE 28 8C 47 67 85 55 86 CA 38 45 3D 5B EC D7 C2 </span>
Unconfirmed Data Up,15:41:30,867.1,-53,14,-,CRC_OK,LORA,'4/5',SF7BW125,7338,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 70 1F 0A 18 E4 23 3F 49 B2 7F 5A E9 8F F4 EA 79 </span>
Unconfirmed Data Up,15:41:20,867.1,-52,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7337,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 BC 33 67 E4 7E AD E8 08 49 43 E6 AB 16 52 81 69 </span>
Unconfirmed Data Up,15:41:10,867.1,-53,14,-,CRC_OK,LORA,'4/5',SF7BW125,7336,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 8B 96 00 21 85 1E D4 4C E4 86 14 CB A4 50 E6 BA </span>
Unconfirmed Data Up,15:41:00,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7335,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 E2 B1 43 43 5F 8A 1E 57 F1 7E B2 99 B6 36 92 B5 </span>
Unconfirmed Data Up,15:40:50,867.1,-53,14,-,CRC_OK,LORA,'4/5',SF7BW125,7334,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 AB 72 8C 50 71 81 26 9A FF 3D 1B F0 A3 3A 05 7F </span>
Unconfirmed Data Up,15:40:40,867.1,-53,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7333,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 E0 A8 B7 E5 76 03 A7 53 B0 BD A9 53 FE 1B ED E8 </span>
Unconfirmed Data Up,15:40:30,867.1,-54,14,-,CRC_OK,LORA,'4/5',SF7BW125,7332,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 9B 59 E4 98 1B 18 98 12 45 77 F6 20 1A 93 36 27 </span>
Unconfirmed Data Up,15:40:20,867.1,-54,14,-,CRC_OK,LORA,'4/5',SF7BW125,7331,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 15 2A BD 05 29 1B 28 68 4B 78 79 8D 23 FC 7D F4 </span>
Unconfirmed Data Up,15:40:10,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7330,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 D0 DC 49 E0 CD B5 01 21 E5 81 C3 5B 84 73 D4 DA </span>
Unconfirmed Data Up,15:40:00,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7329,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 A5 4E B4 1E DE 8D A5 DE D5 A7 B2 F8 01 1D AE F4 </span>
Unconfirmed Data Up,15:39:50,867.1,-53,14.75,-,CRC_OK,LORA,'4/5',SF7BW125,7328,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 BC 91 63 41 37 DE 2F C2 F8 0A 3E 97 F3 B4 A7 3D </span>
Unconfirmed Data Up,15:39:41,867.1,-52,14.5,-,CRC_OK,LORA,'4/5',SF7BW125,7327,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 DF 81 7F 8D 5C 7A BE 6D 11 83 A4 48 BA 11 36 40 </span>
Unconfirmed Data Up,15:39:30,867.1,-53,14.25,-,CRC_OK,LORA,'4/5',SF7BW125,7326,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 59 B8 38 78 6E BB 76 BF 21 F4 BC 5C A6 79 F3 E8 </span>
Unconfirmed Data Up,15:39:20,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7325,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 C5 15 83 8C 14 C7 C5 60 0C 79 BA 4A FC C5 EA 48 </span>
Unconfirmed Data Up,15:39:10,867.1,-52,13.75,-,CRC_OK,LORA,'4/5',SF7BW125,7324,'67',00BDC9C4,3,17,,<span class="pkt_l_i">Payload</span><span>03 75 F5 B8 28 36 81 34 7E CA E5 7B C6 A8 6E 17 60 </span>
